CamB -7.1798473179419355 -7.1546052145987735 -7.016227291258423
DDO064 -7.079524782762105 -7.066910868469572 -6.92527797746779
DDO154 -7.15412872310394 -7.124291664981672 -7.039805995973172
DDO161 -7.333698218649085 -7.2404550497201425 -7.2404550497201425
DDO168 -7.072080447404088 -6.994958338162928 -6.9055738973285985
DDO170 -6.89277326048745 -6.755512829202464 -6.755512829202464
ESO079-G014 -8.056184215519623 -7.794632055139717 -7.700016691615158
ESO116-G012 -7.387900145497749 -7.300819483193636 -7.153981348004828
ESO444-G084 -7.4598061069325965 -7.4598061069325965 -7.3330751246886585
ESO563-G021 -7.833258760035719 -7.654654513616995 -7.615124325457576
F565-V2 -7.911382089376758 -7.858582999659179 -7.553139495666907
F568-3 -7.749027970303986 -7.749027970303986 -7.5469131775098095
F568-V1 -8.003088563919203 -7.7434618415786325 -7.7434618415786325
F571-8 -7.1621067659595115 -7.066021160999702 -6.921977944665396
F571-V1 -7.46823873009728 -7.331342104806727 -7.319870463538404
F574-1 -7.207477904222541 -7.147863894330974 -7.103193234238723
F583-1 -7.915067974905041 -7.915067974905041 -7.700729078273025
F583-4 -7.981651503737256 -7.768632993995861 -7.768632993995861
IC2574 -6.792340262987834 -6.542940502630071 -6.416473021229727
IC4202 -6.820288604547397 -6.712725415935765 -6.658991157784855
KK98-251 -7.46706770237704 -7.234562375871607 -7.234562375871607
NGC0024 -7.801939237154789 -7.611005102866338 -7.487385650585386
NGC0055 -7.418119554413916 -7.3780298348693085 -7.253795707976217
NGC0100 -7.984681611749485 -7.658687801089966 -7.658687801089966
NGC0247 -7.473582078465314 -7.414354353103065 -7.277927730696811
NGC0289 -7.095357338315564 -6.9863525298751545 -6.860765018728245
NGC0300 -7.420895493348419 -7.384351306040715 -7.257385028468415
NGC0801 -6.7862291928382055 -6.768080982205513 -6.6552979088693345
NGC0891 -7.422997874856446 -7.317133958437482 -7.1713630694061985
NGC1003 -7.508341787248349 -7.351818260956951 -7.275674088664832
NGC1090 -7.193051820966273 -6.925360855176265 -6.695729077696206
NGC2403 -6.981183269664408 -6.841089331066298 -6.722485870419047
NGC2683 -6.91123428690509 -6.713002008205287 -6.633682579186674
