CamB -7.354746132896842 -7.311572384268447 -7.186454036295571
DDO064 -7.3293839037574635 -7.2887078176953395 -7.176261312611153
DDO154 -7.408074388468858 -7.345171197280382 -7.277333502765426
DDO161 -7.588918769316235 -7.46225199894591 -7.46225199894591
DDO168 -7.340566746735233 -7.299949275951292 -7.237309859856865
DDO170 -7.114484378559618 -6.977309778428232 -6.977309778428232
ESO079-G014 -8.280570202033639 -8.253336049551994 -8.000520835595909
ESO116-G012 -7.684828832827023 -7.684828832827023 -7.435164245058103
ESO444-G084 -7.6865154743779165 -7.6865154743779165 -7.577916831097971
ESO563-G021 -8.107857347500438 -7.876451462842763 -7.836220968060388
F565-V2 -8.132531817540642 -8.080379948884945 -7.760795500791183
F568-3 -7.970824919529754 -7.970824919529754 -7.76810237011828
F568-V1 -8.165007838285662 -7.9652587908044 -7.932876346130049
F571-8 -7.627169910379215 -7.270046093192214 -7.270046093192214
F571-V1 -7.689949272537275 -7.553139054032495 -7.541593594967937
F574-1 -7.41765256549212 -7.3696608435567414 -7.3267976841992875
F583-1 -8.116379491825123 -8.039917843200886 -7.921356531753172
F583-4 -8.039831253626426 -7.990429943221637 -7.990429943221637
IC2574 -7.139626925808781 -6.655554786386496 -6.3694329971850445
IC4202 -7.008034932396406 -6.952661505378081 -6.901245968815082
KK98-251 -7.695825646335393 -7.456359325097375 -7.456359325097375
NGC0024 -8.024340379284556 -7.8328020520921005 -7.7083311296182915
NGC0055 -7.708687250514727 -7.575276672884252 -7.392572523892425
NGC0100 -8.205761154925161 -7.98073855573163 -7.886375036251723
NGC0247 -7.688082093457442 -7.55638261137074 -7.477404606200924
NGC0289 -7.642526067908093 -7.623670128676431 -7.476857787898516
NGC0300 -7.644111057848613 -7.5651273860075 -7.466273859225178
NGC0801 -7.012151685251929 -7.012151685251929 -6.877148975474037
NGC0891 -7.5764155088196485 -7.470105512489721 -7.340132828847053
NGC1003 -7.846654826711281 -7.846654826711281 -7.608164996692847
NGC1090 -7.372427497842373 -6.906793745858662 -6.696174087043299
NGC2403 -7.0622393639352765 -6.946117491246235 -6.799981553027113
NGC2683 -7.030583371309458 -6.893851207590643 -6.707819062644083
NGC2841 -7.123291158028014 -7.095674232078757 -6.968548323688445
NGC2903 -7.355666644435966 -7.256806242794825 -7.2380705186354595
NGC2915 -7.765578607611109 -7.68127240942227 -7.653256811850876
NGC2955 -6.954818873735062 -6.7664937175639395 -6.4370548357658794
NGC2976 -7.121591036384337 -6.723193679429147 -6.6004320119176425
NGC2998 -6.863224571004101 -6.7202079045972525 -6.549404132118919
NGC3109 -7.432085883595295 -7.39392837490297 -7.322830705815492
NGC3198 -6.966581268388869 -6.877875813665339 -6.838441171473563
NGC3521 -7.469701041278258 -7.4276640715507956 -7.298278793337283
NGC3726 -6.97473794632795 -6.893768061067276 -6.893768061067276
NGC3741 -7.3596242841707715 -7.317406594106776 -7.221302494264194
NGC3769 -6.934151260979999 -6.86394453616815 -6.828979603775685
NGC3877 -6.856337753229507 -6.795650143022259 -6.688751507851188
NGC3893 -6.634746370526832 -6.563942468822186 -6.363600050918876
NGC3917 -6.329909371228632 -6.216195472871639 -6.104106414912214
NGC3949 -6.728880462739461 -6.563132519152504 -6.511271806593845
NGC3953 -6.25065309572422 -6.095621111732746 -5.967452722102635
NGC3972 -6.266958670887502 -6.16274682265009 -6.060516315734521
NGC3992 -7.3543667667794494 -7.220569179007954 -7.1644734255992875
NGC4010 -6.727745174431184 -6.547082650017538 -6.476915506017568
NGC4013 -6.9163796918060525 -6.788109105430996 -6.770202008727432
NGC4051 -6.811802774271786 -6.662857704670937 -6.5163309844417885
NGC4068 -7.323475016751385 -7.2222697718967055 -7.181861458913546
NGC4085 -6.424188780970098 -6.321114567238134 -6.083276937163993
NGC4088 -6.400770666311452 -6.279887860470935 -6.131547331017687
NGC4100 -6.499014268319308 -6.409089758295 -6.164880390799036
NGC4138 -6.7244442326532745 -6.640705563178906 -6.539302232827021
NGC4157 -6.420594328933789 -6.331081954912081 -6.162247991205101
NGC4183 -6.7224977032930555 -6.639683182733721 -6.559891884008591
NGC4217 -6.691448961101059 -6.572652472989621 -6.320081650470525
NGC4559 -7.266972460411637 -7.135890697242256 -7.0358440351414115
NGC5005 -6.265000794188743 -6.075875018818054 -5.7371543907786675
NGC5033 -6.258949393292872 -5.983043101500948 -5.831051628661629
NGC5055 -6.25026348301961 -6.127518575672122 -5.780291378857116
NGC5371 -6.303160000359961 -5.641137980870983 -5.494967049522102
NGC5585 -7.354834900421063 -7.29081826408892 -7.209473191801478
NGC5907 -7.680620309072202 -7.5217036525775915 -7.5217036525775915
NGC5985 -7.975185883580494 -7.846652877816156 -7.846652877816156
NGC6015 -7.804940886135265 -7.610639018597184 -7.610639018597184
NGC6195 -6.64560680036143 -6.532219832889689 -6.532219832889689
NGC6503 -7.4849168583589165 -7.434759699802932 -7.307375927057306
NGC6674 -7.941734875316594 -7.764703001194861 -7.618564483887429
NGC6946 -7.674089904134585 -7.548527387602724 -7.4486932827304395
NGC7331 -8.488067270044716 -8.385938042136022 -8.038746633152543
NGC7793 -7.681177163681543 -7.627854352205334 -7.481185682237832
NGC7814 -8.361457468277587 -8.061083001494984 -7.95317401117656
UGC00128 -7.290698104171948 -7.151591867978251 -7.065891621333031
UGC00191 -8.185324707313976 -7.930835943767983 -7.817140948397378
UGC00731 -7.883360675932467 -7.883360675932467 -7.575882597436742
UGC00891 -7.935175408072812 -7.935175408072812 -7.684416442245655
UGC01281 -7.359078703859565 -7.292512729635149 -7.192935958888294
UGC02259 -7.515809845478535 -7.381454122312086 -7.3046248679739065
UGC02487 -6.159678465707572 -5.934359086219511 -5.34794562091818
UGC02885 -5.994049074466391 -5.604355436970504 -5.073429493296333
UGC02916 -6.868253835444491 -6.721230004304411 -6.700214297763433
UGC02953 -6.666769314408801 -6.434337404009868 -6.2864937732257715
UGC03205 -6.534911309770107 -6.128629406152748 -5.915038141568411
UGC03546 -7.9736879241822916 -7.84562365120137 -7.653168093112905
UGC03580 -7.447865054754406 -7.415741990127182 -7.328813790034938
UGC04278 -7.105095981366199 -6.993430395316775 -6.964948314900537
UGC04325 -7.098769501888885 -7.0108924629454155 -6.929880171941557
UGC04483 -7.183198680384471 -6.947461029864259 -6.757777446219058
UGC04499 -7.023730177487498 -6.881104571951368 -6.771535657889774
UGC05005 -8.104061997105745 -7.789904175631788 -7.789904175631788
UGC05253 -7.273240961815853 -7.241288847900028 -7.131038881636905
UGC05414 -7.122069492756832 -7.049000510604845 -7.039921981882781
UGC05716 -7.214342374356798 -7.093927406443979 -7.093927406443979
UGC05721 -7.291763019340731 -7.195543196096006 -7.138400836036093
