CamB -6.952706151195264 -6.881259279101839 -6.754196527302988
DDO064 -6.996489609272626 -6.956012393856689 -6.843786759700869
DDO154 -7.056871567649571 -7.008048239428377 -6.933593808159683
DDO161 -7.251434560742941 -7.12955657510726 -7.12955657510726
DDO168 -6.964096166043776 -6.940580107104483 -6.832220252593149
DDO170 -6.69641809971294 -6.6751859088427095 -6.650846914926946
ESO079-G014 -8.015100824919665 -7.778496398601441 -7.657979132372603
ESO116-G012 -7.285129638341828 -7.181228111578402 -7.007420912843298
ESO444-G084 -7.349183850907316 -7.349183850907316 -7.248092796480313
ESO563-G021 -7.774429307790726 -7.543756039004112 -7.506045475324046
F565-V2 -7.849010961782734 -7.747684525046296 -7.444474113221876
F568-3 -7.638129495691102 -7.638129495691102 -7.435406849740031
F568-V1 -7.828517433835063 -7.632563366965741 -7.632563366965741
F571-8 -7.039534249274062 -6.970916324691259 -6.841562579203079
F571-V1 -7.357227915624459 -7.220443630193844 -7.209586355078822
F574-1 -7.091858494827556 -7.036965419718091 -6.99377718379464
F583-1 -7.804169500292157 -7.804169500292157 -7.590611573748936
F583-4 -7.7073296166258025 -7.657734519382976 -7.657734519382976
IC2574 -6.847582253978975 -6.598773354044253 -6.386338393956671
IC4202 -6.7106617826221715 -6.6199660815394346 -6.5650576465879595
KK98-251 -7.332709472582564 -7.190080930152174 -7.176251925294545
NGC0024 -7.677285931876279 -7.500106628253453 -7.376647812794268
NGC0055 -7.315233932599743 -7.209362155575961 -7.074501326510314
NGC0100 -7.906172079624013 -7.547789326477082 -7.547789326477082
NGC0247 -7.404956045905968 -7.358067364337132 -7.172200086534254
NGC0289 -7.121171150694436 -6.903342226828422 -6.789728185553792
NGC0300 -7.315513790212472 -7.277392934894304 -7.141088777975515
NGC0801 -6.589819731688423 -6.3020794347690146 -5.988037677133911
NGC0891 -7.309927866201473 -7.1940001153319715 -7.124785166840022
NGC1003 -7.41857344645556 -7.296087788345092 -7.19366194037395
NGC1090 -7.168735391796636 -6.895724296784244 -6.745501120961229
NGC2403 -6.907577926650829 -6.850552665014739 -6.6854898201722035
NGC2683 -6.810388783893827 -6.657161618767759 -6.5720036765927885
NGC2841 -6.795360978786298 -6.7744372204565 -6.654750129509892
NGC2903 -7.0405795685245725 -6.92411081895618 -6.865044175346395
NGC2915 -7.403199599623992 -7.306349425446776 -7.306349425446776
NGC2955 -6.614897812691438 -6.472359696232372 -6.2774087247059205
NGC2976 -6.84808725627224 -6.634183916749907 -6.528970262299823
NGC2998 -6.7925688787621485 -6.673336052384548 -6.342266367523105
NGC3109 -7.10466919443505 -7.0535651172467375 -6.9964234960773455
NGC3198 -6.6200291081242835 -6.587746607675078 -6.551706267313078
NGC3521 -7.135043427870736 -7.094968647712143 -6.972317245870482
NGC3726 -6.573171221092928 -6.5273663283125165 -6.457199702141918
NGC3741 -7.024729344900099 -6.946536577270325 -6.916616778164553
NGC3769 -6.437390042477957 -6.332444307180675 -6.274376158286438
NGC3877 -6.398527294882755 -6.3528846644929375 -6.218597854486387
NGC3893 -6.290386708890344 -6.225464790953734 -6.081383610407733
NGC3917 -6.102968251595798 -5.979247919980748 -5.897950206152923
NGC3949 -6.300403802280011 -6.183205480961823 -6.100497989824102
NGC3953 -6.122604035089156 -5.98249225264184 -5.822698487499676
NGC3972 -6.182502389666383 -6.06543440815537 -5.929065403721771
NGC3992 -6.966380517181167 -6.859562743213323 -6.763983723327677
NGC4010 -6.385176843756716 -6.314720216537577 -6.216252231451396
NGC4013 -6.427686909358544 -6.359976975602153 -6.218201013855889
NGC4051 -6.399345290842199 -6.333813626856621 -6.2491056355538035
NGC4068 -6.8812052627572715 -6.790127954589165 -6.688670360471823
NGC4085 -6.171226169478488 -6.0377533576367055 -5.958037707564292
NGC4088 -6.205630178911586 -6.07487270712542 -5.983852547737858
NGC4100 -6.222924649499018 -6.070957988286975 -5.993752293700591
NGC4138 -6.416806174958102 -6.29909584188889 -6.234253153154216
NGC4157 -6.230624787899109 -6.091489411536458 -5.994092384228368
