2.61,120,10.5,5.71,126.18,0,351.27,0
3.5,148,7.5,9.28,135.14,0,336.69,0
4.37,168,6.2,13.15,152.52,0,312.74,0
5.24,182,6.1,16.38,177.98,0,278.01,0
6.11,190,5.2,19.18,196.88,0,213.01,0
6.98,194,5.7,21.66,207.03,0,123.77,0
7.85,195,6.1,23.38,198.89,0,64.81,0
8.72,193,4.8,24.46,191.25,0,40.14,0
9.6,192,3.9,25,180.26,0,21.59,0
10.47,192,3.5,25.65,169.65,0,15.04,0
11.35,191,4.4,26.73,162.03,0,13.24,0
12.19,189,4.8,28.34,157.28,0,11.29,0
13.12,185,5.3,30.6,152.13,0,6.56,0
13.94,182,4.5,32.54,146.63,0,4.29,0
14.86,179,6.6,34.38,141.01,0,2.82,0
15.68,176,6.2,36.42,136.34,0,2.06,0
16.61,174,6.6,38.36,131.69,0,1.52,0
17.42,178,8.7,38.9,128.17,0,1.33,0
18.35,177,6.2,37.93,124.63,0,0.81,0
19.16,169,5.9,36.96,121.38,0,0.36,0
20.09,158,6.3,36.1,117.8,0,0.2,0
21.02,158,7.6,34.92,114.69,0,0.16,0
21.95,158,8.9,33.73,111.9,0,0.11,0
22.76,159,9,32.65,109.45,0,0,0
