0.22,152,39.4,0.62,26.39,158.03,1284.41,17156.5
0.43,167,32.9,1.83,47.21,231.8,1125.76,7720.07
0.65,179,20.9,2.76,65.47,250.59,980.53,2738.14
0.87,188,15.7,3.59,80.81,244.02,854.03,1058.7
1.08,195,10.6,4.38,93.2,231.39,748.54,443.76
1.31,199,8.88,5.12,104.66,217.32,647.89,128.19
1.52,202,4.4,5.84,113.51,203.82,567.07,14.44
1.73,202,2.3,6.53,120.8,191.4,494.29,1.36
1.96,202,3.38,7.2,127.95,179.83,433.23,0.1
2.17,200,4.47,7.85,133.72,170.88,374.57,0.01
2.39,196,2.88,8.49,138.13,162.54,305.03,0
2.6,193,3.32,9.1,140.07,156.06,243.47,0
2.83,189,2.21,9.69,139.86,149.58,190.61,0
3.04,184,14,10.26,138.24,144.32,155.5,0
5.87,170,5.45,16.97,124.36,103.86,85.65,0
6.08,172,6.66,17.59,125.28,102.05,83.33,0
6.3,174,3.96,18.32,126.27,100.25,80.59,0
6.52,176,5.18,18.94,127.31,98.55,77.61,0
6.74,178,3.04,19.56,128.27,96.92,74.35,0
6.95,180,2.75,20.18,129.11,95.45,71.73,0
7.16,182,2.34,20.9,130.08,94.04,69.78,0
7.39,183,3.39,21.52,131.37,92.56,68.08,0
7.6,184,7.58,22.25,132.89,91.28,66.23,0
7.82,185,6.08,22.97,134.56,89.98,63.37,0
8.03,186,6.73,23.7,136.18,88.8,60.28,0
8.26,187,6.83,24.42,137.94,87.55,56.45,0
8.47,187,6.11,25.15,139.4,86.46,52.04,0
8.68,188,4.78,25.77,140.55,85.41,47.02,0
8.91,188,4.14,26.49,141.3,84.3,40.84,0
9.53,187,5.93,28.25,140.15,81.51,26.78,0
9.78,187,7.63,28.97,138.99,80.46,22.33,0
9.99,186,7.89,29.6,137.71,79.61,18.95,0
10.21,186,9.86,30.11,136.12,78.75,16.15,0
11.46,182,2.51,33.53,126.5,74.33,7.76,0
13.39,177,3.62,37.77,114.46,68.77,4.2,0
15.21,175,6.71,39.12,106.58,64.52,2.6,0
17.13,177,6.13,39.12,99.72,60.8,1.56,0
19.06,180,3.95,39.01,94,57.64,1.03,0
20.99,181,4.46,38.7,89.28,54.92,0.79,0
22.92,182,7.09,37.05,85.64,52.56,0.5,0
25.7,183,7.49,34.05,80.57,49.64,0.18,0
