3.23,194,16.7,-7.97,37.15,248.5,78.56,371.12
9.18,172,8.1,-15.63,83.53,176.71,55.52,1.14
10.64,170,10.7,-16.24,92.09,164.32,54.39,0.17
11.58,170,6.8,-16.14,99.29,157.52,52.22,0.05
12.52,171,6.8,-16.04,107.74,151.54,52.54,0.01
13.57,172,12.1,-16.04,120.8,145.51,47.48,0
15.76,174,19.6,-15.53,131.65,135.02,27.3,0
24.94,193,23.2,18.69,111.71,107.35,3.42,0
26.3,194,23,21.04,108.26,104.53,2.78,0
34.96,201,7.2,34.22,92.64,90.67,0,0
36.84,202,17.1,37.39,88.8,88.32,0,0
47.38,205,16,54.35,75.25,77.88,0,0
64.59,204,16,61.29,63.17,66.7,0,0
