0.45,18.9,9.78,0,65.19,0,2096.34,0
1.34,58.3,10.5,0,120.17,0,997.68,0
2.23,74.1,5.69,0,137.48,0,691.26,0
3.12,119,4.27,0,146.18,0,574.33,0
4.01,141,3.76,0,157.86,0,548.02,0
4.9,195,4.54,0,175.79,0,524.14,0
5.79,227,4.2,0,199.19,0,483.52,0
6.69,246,4.24,0,217.87,0,426.75,0
7.58,268,5.56,0,228.65,0,376.92,0
8.47,283,2.96,0,241.76,0,345.98,0
10.23,291,9.81,0,260.94,0,282.74,0
12.06,310,4.74,0.04,275.04,0,199.54,0
13.44,310,20.4,0.4,277.98,0,164.72,0
15.18,310,16.1,3.11,282.25,0,131.46,0
16.83,314,13.5,15.18,283.33,0,96.52,0
18.56,317,12.7,22.91,276.47,0,70.44,0
20.3,319,10.4,33.06,272.19,0,62.6,0
21.94,318,10.8,33.62,273,0,50.58,0
23.68,317,9.3,39.67,271.34,0,32.65,0
25.41,317,7.23,44.98,261.62,0,19.67,0
27.06,312,8.39,46.29,252.97,0,13.79,0
28.8,312,8.37,43.21,243.84,0,7.98,0
30.53,311,11.5,45.08,233.85,0,4.31,0
32.18,310,14.5,52.43,224.75,0,2.73,0
33.91,313,15.9,59.7,216.21,0,1.63,0
35.65,320,8.83,61.56,208.83,0,1.34,0
37.3,321,7.88,63.33,202.65,0,0.94,0
39.03,320,8,62.96,196.77,0,0.72,0
40.76,315,9.82,62.4,191.39,0,0.59,0
42.41,312,9.07,62.21,186.89,0,0.59,0
