0.96,22.9,2.71,4.08,14.85,0,16.45,0
1.92,33.5,2.71,6.24,21.2,0,7.4,0
2.88,37.2,4.19,7.45,20.56,0,2.72,0
3.83,35.9,5.98,8.09,20.08,0,1.79,0
