0.28,107,30.2,-1.6,13.69,91.46,618.49,5800.33
0.55,121,15.6,-2.32,26,143.82,603.26,3274.79
0.83,134,8.69,-3.04,37.95,161.88,587.86,1870.98
1.39,157,12.5,-4.39,60.02,171.18,558.23,849.89
1.65,168,11.7,-4.98,69.62,173.79,544.98,599.88
3.04,207,8.04,-7.06,115.86,156.1,470.23,10.13
3.32,213,6.53,-7.33,124.12,149.78,462.95,3.88
3.59,218,11.2,-7.54,132.68,144.22,455.55,1.53
3.87,222,6.05,-7.69,142.15,138.97,450.84,0.59
4.15,226,5.41,-7.79,153.48,134.27,445.2,0.23
4.43,229,5.96,-7.83,164.2,129.95,417.46,0.09
4.7,232,7.41,-7.81,172.5,126.18,387.64,0.03
4.97,234,6.1,-7.72,178.86,122.67,357.56,0.01
5.25,235,3.89,-7.58,184.4,119.35,339.44,0.01
5.52,236,9.03,-7.35,190.48,116.43,324.46,0
5.8,237,10,-7.05,196.76,113.55,303.79,0
6.08,237,7.36,-6.7,202.21,110.91,281.08,0
6.36,237,10.2,-6.27,207.12,108.43,256.11,0
6.63,236,10.4,-5.76,210.37,106.22,231.86,0
6.91,236,5.83,-5.16,212.88,104.02,209.52,0
7.19,235,5.43,-4.56,214.54,101.99,188.62,0
7.27,234,8.36,-4.39,214.82,101.43,183.32,0
7.46,234,7.88,-3.95,215.36,100.13,171.57,0
8.02,231,8.17,1.42,216.46,96.57,142.56,0
8.29,229,5.82,3.82,216.57,94.99,129.68,0
8.56,228,7.21,5.49,216.49,93.48,117.85,0
8.84,226,18.2,7.01,215.92,91.98,106.56,0
9.12,224,9.11,8.51,215.26,90.56,96.24,0
9.69,221,5.56,11.96,213.03,87.86,78.11,0
12.11,216,3.21,24.01,197.34,78.59,33.45,0
14.58,220,1.89,33.03,180.81,71.62,16.19,0
14.68,220,7.66,33.34,180.14,71.38,15.84,0
15.2,221,9.52,34.96,176.93,70.15,14.51,0
15.5,221,13.6,35.77,175.4,69.47,13.84,0
15.71,221,8.15,36.68,174.35,69,13.25,0
16.02,221,4.11,37.49,172.9,68.33,12.42,0
16.32,221,5.37,38.3,171.46,67.7,11.67,0
16.53,221,5.06,39.11,170.51,67.27,11.18,0
16.84,221,11.4,39.92,169.21,66.64,10.5,0
16.94,221,2.56,40.33,168.81,66.45,10.27,0
19.4,218,1.7,47.22,157.9,62.09,4.85,0
21.77,216,1.13,52.28,148.59,58.61,2.49,0
24.23,215,1.77,54.82,138.99,55.56,0.86,0
26.69,212,2.47,55.53,130.82,52.94,0.4,0
29.06,208,1.44,54.01,124.32,50.73,0.19,0
31.52,209,2.88,51.78,118.54,48.71,0.09,0
36.34,220,4.09,47.22,109.34,45.37,0.02,0
40.04,220,6.32,42.76,103.66,43.22,0,0
