0.35,20.9,9.81,-0.82,48.76,0,1540.43,0
1.07,61.7,8.19,-2.5,98.26,0,772.11,0
1.6,81.3,4.32,-3.73,114.22,0,533.24,0
3.7,124,3.41,-7.4,144.04,0,300.12,0
5.09,156,7.02,-9.39,154.24,0,183.64,0
6.61,166,6.34,-10.89,166.19,0,152.68,0
8.17,165,12.1,-5.79,171.87,0,89.5,0
9.11,174,4.84,9.64,169.05,0,67.81,0
10.37,164,5.86,17.85,166.21,0,59,0
11.28,176,7.35,22.68,167.76,0,48.87,0
13.62,174,3.28,31.86,164.88,0,24.37,0
15.04,168,2.23,35.59,159.31,0,14.96,0
16.37,166,2.23,38.11,153,0,8.69,0
17.59,167,4.59,40.13,146.12,0,5.36,0
18.8,167,5.3,41.74,140.2,0,3.94,0
20.13,165,3.48,42.85,134.43,0,2.74,0
21.35,165,3.12,43.55,129.7,0,2.05,0
22.57,165,2.39,44.16,125.69,0,1.61,0
23.89,165,2.23,45.07,121.68,0,1.08,0
25.11,163,2.23,46.68,118.15,0,0.76,0
26.33,162,2.23,48.39,114.89,0,0.54,0
27.65,162,2.23,50.01,111.67,0,0.37,0
28.87,162,2.23,51.42,108.99,0,0.26,0
30.09,160,2.23,52.53,106.1,0,0,0
