0.76,206,16,2.44,95.41,277.3,2166.2,3616.11
2.28,214,10,5.15,214.07,218.08,1233.88,0
3.8,222,8,8.48,237.47,168.95,307.23,0
5.33,224,8,16.65,222.81,142.66,137.83,0
6.85,225,8,22.4,206.17,125.84,63.77,0
8,222,6,24.58,191.74,116.44,46.48,0
10.28,220,3,28.49,177.55,102.72,37.35,0
12.56,218,2,30.21,168.02,92.93,20.51,0
14.91,219,2,36.41,156.39,85.29,11.48,0
17.15,217,2,41.69,147.04,79.53,8.58,0
19.39,218,2,45.72,140.32,74.79,7.31,0
21.64,220,2,51.92,136.88,70.8,5.24,0
24.01,222,2,56.74,130.88,67.21,2.49,0
26.25,218,3,58.35,124.11,64.28,1.28,0
28.5,217,3,56.74,118.34,61.69,0.89,0
30.87,207,3,53.3,113.45,59.28,0.64,0
33.12,199,3,51.34,109.2,57.23,0.4,0
35.36,191,3,48.7,105.32,55.39,0.26,0
37.73,193,3,46.75,101.61,53.62,0.16,0
39.98,192,3,45.26,98.44,52.09,0.11,0
42.22,194,4,43.99,95.58,50.69,0.07,0
44.59,196,5,42.84,92.77,49.32,0,0
