0.13,232,33.4,-2.47,8.23,149.99,789.02,34497.8
0.25,233,16.9,-2.73,15.54,220.78,767.45,20300.24
0.38,234,14.6,-2.63,23.07,253.99,744.75,12406.57
0.51,235,10.6,-2.41,30.21,269.15,722.72,8657.54
0.63,236,9.12,-2.13,36.51,276.27,702.97,6495.51
0.76,237,10.3,-1.79,43.02,278.6,682.17,5042.31
0.89,238,9.95,-1.58,49.25,279.31,662,4041.77
1.01,239,3.51,-1.03,54.76,280.44,643.9,3369.65
1.14,240,3.18,0.66,60.48,280.12,624.86,2769.16
1.27,240,5.19,1.42,65.96,277.94,606.37,2377.1
1.39,241,3.54,1.91,70.82,277.61,589.8,2088.11
1.52,242,2.6,2.31,75.88,276.52,572.35,1763.1
1.65,242,1.75,2.69,80.73,274.47,555.42,1547.08
1.77,243,1.94,3.02,85.03,272.42,540.24,1396.25
1.9,244,3.09,3.34,89.52,270.29,524.26,1264.29
2.03,244,1.6,3.66,93.85,268.35,508.76,1155.08
2.16,244,3,3.96,97.99,266.67,493.71,1069.65
2.28,245,2.19,4.26,101.66,265.58,480.21,994.58
2.41,245,3.01,4.56,105.49,264.78,466.01,911.52
2.54,246,2.64,4.87,109.17,264.37,452.22,823.77
2.66,246,2.38,5.17,112.45,264,439.86,744.22
2.79,246,3.72,5.46,115.87,263.68,426.85,660
2.92,247,3.54,5.76,119.17,263.16,414.23,582.56
3.04,247,3.74,6.05,122.1,262.58,402.9,515.24
3.17,247,5.11,6.34,125.13,261.72,390.98,447.13
3.3,247,3.63,6.65,128.05,260.64,379.43,390.04
3.42,247,3.84,6.94,130.65,259.42,369.05,346.72
3.55,248,5.12,7.23,133.35,257.92,358.13,306.25
3.68,248,2.77,7.53,135.94,256.73,347.54,261.67
3.8,248,3.24,7.83,138.27,255.39,338.03,221.06
3.93,248,6.79,8.14,140.68,253.66,328.04,184.97
4.06,248,8.39,8.44,143,251.85,318.34,152.68
4.18,248,2.73,8.74,145.04,249.97,309.63,127.51
4.31,248,13.7,9.04,147.17,247.82,300.48,105.36
4.44,248,4.89,9.34,149.24,245.63,291.59,85.3
4.56,248,5.71,9.66,151.08,243.5,283.61,69.26
4.69,248,15.1,9.96,152.98,241.12,275.22,55.53
4.82,248,10.5,10.27,154.8,238.76,267.1,44.24
4.94,248,1.58,10.63,156.43,236.51,259.78,33.76
4.99,248,4.77,10.73,157.09,235.57,256.79,30.21
5.07,248,4.36,10.94,158.13,234.04,252.09,25.33
5.2,248,8.45,11.25,159.77,231.52,244.64,19.11
5.45,247,8.25,11.88,162.71,226.76,228.88,10.99
5.58,247,2.34,12.19,164.01,224.24,219.73,8.25
5.7,247,2.34,12.5,165.02,222.01,210.92,6.36
5.83,247,6.13,12.81,165.84,219.54,201.41,4.8
6.47,247,6.89,14.58,169.31,208.79,180.58,1.17
6.59,246,5.95,14.9,170.15,206.9,177.24,0.89
6.66,246,2.29,15.11,170.65,205.85,175.39,0.77
6.72,246,4.73,15.31,171.08,204.88,173.85,0.67
6.85,246,3.02,15.63,172.07,202.98,170.68,0.51
6.97,246,5.81,16.04,173.03,201.26,167.96,0.39
7.1,246,6.32,16.36,174.15,199.41,164.62,0.29
7.23,246,8.92,16.67,175.27,197.66,160.61,0.22
8.32,246,2.13,19.69,182.58,184.24,121.4,0.02
10,245,2.18,23.65,183.56,168.07,79.12,0
11.61,245,0.94,26.98,182.9,155.97,46.64,0
13.35,246,2.02,29.27,173.27,145.45,28.47,0
14.98,245,1.33,30.52,164.53,137.31,21.41,0
16.61,245,1.36,32.19,157.52,130.4,17.84,0
18.34,245,1.59,34.17,152.73,124.1,16.28,0
19.97,245,2.03,36.46,150.07,118.93,12.88,0
21.6,245,2.36,38.96,146.26,114.35,10.52,0
23.33,244,4.61,41.25,143.04,110.03,8.66,0
26.7,243,10.6,44.17,136.92,102.85,5.39,0
29.95,239,17,44.8,130.32,97.11,3.23,0
33.32,231,18.3,44.07,123.68,92.07,2.03,0
36.68,219,12.1,44.17,117.57,87.75,1.23,0
39.94,210,7.5,43.75,111.91,84.09,0.83,0
43.3,210,3.56,43.34,107.39,80.76,0.78,0
46.67,212,2.64,44.9,104,77.79,0.53,0
49.92,213,6.5,46.88,101.06,75.22,0.32,0
53.29,218,6.53,47.82,96.26,72.8,0,0
